date,meanNIR,MODIS_weight_final,meanNIR_smooth_weighted,predicted_SLA_raw_WLS,predicted_SLA_smoothed_WLS
2000-05-04,0.8489,0.3139,0.8489,3197.43,3197.43
2000-05-09,0.8604,0.5384,0.8604,3183.16,3183.16
2000-05-21,0.7478,0.4194,0.7478,3322.94,3322.94
2000-06-07,0.6925,0.1947,0.6925,3391.59,3391.59
2000-06-12,0.7241,0.2792,0.6702,3352.36,3419.27
2000-06-13,0.6375,0.4598,0.6608,3459.86,3430.94
2000-06-16,0.6132,0.1471,0.6157,3490.03,3486.92
2000-06-17,0.5965,0.5024,0.6003,3510.76,3506.04
2000-06-22,0.739,0.3375,0.6973,3333.86,3385.63
2000-06-25,0.5955,0.1381,0.6627,3512.0,3428.58
2000-06-28,0.6153,0.3479,0.6097,3487.42,3494.37
2000-07-03,0.5253,0.5679,0.5253,3599.15,3599.15
2000-07-09,0.5837,0.1992,0.4935,3526.65,3638.62
2000-07-11,0.4199,0.1653,0.4835,3729.99,3651.04
2000-07-12,0.4803,0.442,0.472,3655.01,3665.31
2000-07-14,0.4664,0.4683,0.4424,3672.26,3702.06
2000-07-15,0.4268,0.3235,0.4443,3721.42,3699.7
2000-07-16,0.4397,0.2129,0.4341,3705.41,3712.36
2000-07-17,0.4092,0.5603,0.4341,3743.27,3712.36
2000-07-22,0.3415,0.2575,0.3653,3827.31,3797.77
2000-07-25,0.3989,0.1822,0.3434,3756.06,3824.95
2000-07-26,0.3383,0.7265,0.3349,3831.29,3835.51
2000-07-28,0.3308,0.4693,0.3279,3840.6,3844.2
2000-07-29,0.2957,0.3096,0.3224,3884.17,3851.02
2000-07-30,0.3224,0.3823,0.3158,3851.02,3859.22
2000-07-31,0.3016,0.373,0.3158,3876.84,3859.22
2000-08-01,0.3251,0.2178,0.3104,3847.67,3865.92
2000-08-05,0.3344,0.2357,0.3344,3836.13,3836.13
2000-08-20,0.339,0.6407,0.3371,3830.42,3832.77
2000-08-23,0.3336,0.3402,0.3371,3837.12,3832.77
2000-09-04,0.5654,0.1595,0.4655,3549.37,3673.38
2000-09-05,0.478,0.5578,0.4655,3657.86,3673.38
2000-09-06,0.3951,0.1903,0.515,3760.77,3611.93
2000-09-07,0.4356,0.3188,0.515,3710.5,3611.93
2000-09-09,0.6626,0.4118,0.4963,3428.7,3635.15
2000-09-11,0.5347,0.2118,0.5229,3587.48,3602.13
2000-09-12,0.4506,0.8303,0.5229,3691.88,3602.13
2000-09-18,0.5468,0.2166,0.5148,3572.46,3612.18
2000-09-19,0.5024,0.5609,0.5148,3627.57,3612.18
2000-09-28,0.7934,0.7394,0.7934,3266.33,3266.33
2000-10-02,0.7786,0.5074,0.7446,3284.7,3326.91
2000-10-03,0.7336,0.4115,0.7451,3340.57,3326.29
2000-10-04,0.7675,0.3098,0.7329,3298.48,3341.43
2000-10-05,0.7126,0.6179,0.7329,3366.63,3341.43
2000-10-06,0.7526,0.125,0.7216,3316.98,3355.46
2000-10-07,0.6919,0.5899,0.7186,3392.33,3359.19
2000-10-14,0.7689,0.6694,0.7436,3296.74,3328.15
2000-10-15,0.7106,0.1552,0.7436,3369.12,3328.15
2000-10-17,0.6821,0.1914,0.7306,3404.5,3344.29
2000-10-19,0.6992,0.4211,0.6939,3383.27,3389.85
2000-10-25,0.7023,0.4388,0.7135,3379.42,3365.52
2000-10-26,0.7261,0.3874,0.7135,3349.88,3365.52
2001-05-06,0.7991,0.3765,0.8081,3259.26,3248.08
2001-05-07,0.8186,0.3233,0.8081,3235.05,3248.08
2001-05-12,0.8536,0.6851,0.8536,3191.6,3191.6
2001-05-22,0.7954,0.4342,0.8158,3263.85,3238.52
2001-05-25,0.8546,0.2284,0.8158,3190.36,3238.52
2001-05-29,0.8131,0.242,0.8157,3241.88,3238.65
2001-06-01,0.8192,0.1844,0.7795,3234.3,3283.59
2001-06-04,0.7591,0.7577,0.7709,3308.91,3294.26
2001-06-13,0.6759,0.5643,0.6574,3412.19,3435.16
2001-06-14,0.6181,0.2665,0.6574,3483.95,3435.16
2001-07-04,0.5587,0.7999,0.5687,3557.68,3545.27
2001-07-06,0.5788,0.7864,0.5687,3532.73,3545.27
2001-07-11,0.6488,0.4234,0.6488,3445.84,3445.84
2001-07-15,0.5051,0.4236,0.4987,3624.22,3632.17
2001-07-16,0.4723,0.3482,0.4987,3664.94,3632.17
2001-07-17,0.5131,0.4492,0.4987,3614.29,3632.17
2001-07-22,0.4363,0.913,0.4213,3709.63,3728.25
2001-07-25,0.3757,0.3011,0.4131,3784.86,3738.43
2001-07-26,0.4688,0.2247,0.3978,3669.28,3757.42
2001-07-27,0.3772,0.6511,0.3879,3783.0,3769.71
2001-07-28,0.4171,0.2118,0.4051,3733.46,3748.36
2001-07-30,0.2911,0.1417,0.4012,3889.88,3753.2
2001-07-31,0.4697,0.4065,0.4217,3668.17,3727.75
2001-08-04,0.4029,0.3226,0.3637,3751.09,3799.75
2001-08-05,0.3452,0.7222,0.3637,3822.72,3799.75
2001-08-06,0.3673,0.1846,0.3637,3795.28,3799.75
2001-08-12,0.2993,0.6212,0.2858,3879.7,3896.46
2001-08-13,0.3309,0.251,0.3009,3840.47,3877.71
2001-08-14,0.2625,0.8479,0.3023,3925.38,3875.97
2001-08-16,0.3685,0.3864,0.3149,3793.8,3860.33
2001-08-17,0.3138,0.2456,0.3127,3861.7,3863.06
2001-08-18,0.3768,0.3223,0.3572,3783.49,3807.82
2001-08-27,0.388,0.3271,0.3235,3769.59,3849.66
2001-08-28,0.323,0.5548,0.3235,3850.28,3849.66
2001-08-29,0.3653,0.1898,0.4161,3797.77,3734.71
2001-08-30,0.2864,0.7747,0.4235,3895.71,3725.52
2001-09-01,0.6444,0.7491,0.4573,3451.3,3683.56
2001-09-02,0.4913,0.284,0.4886,3641.35,3644.7
2001-09-05,0.6591,0.2293,0.5429,3433.05,3577.3
2001-09-06,0.5236,0.6235,0.56,3601.26,3556.07
2001-09-10,0.7806,0.5255,0.6954,3282.22,3387.99
2001-09-11,0.6488,0.3025,0.6954,3445.84,3387.99
2001-09-12,0.6197,0.405,0.6633,3481.96,3427.84
2001-09-15,0.6184,0.8826,0.6312,3483.57,3467.68
2001-09-17,0.6728,0.3836,0.6349,3416.04,3463.09
2001-09-21,0.57,0.3072,0.6937,3543.66,3390.1
2001-09-24,0.7449,0.7416,0.6851,3326.54,3400.77
2001-09-25,0.6429,0.2125,0.7222,3453.16,3354.72
2001-10-01,0.747,0.6928,0.7042,3323.93,3377.06
2001-10-03,0.6648,0.3794,0.6962,3425.97,3386.99
2001-10-04,0.6413,0.2332,0.6962,3455.15,3386.99
2001-10-05,0.6696,0.3934,0.692,3420.01,3392.21
2001-10-08,0.7391,0.6569,0.7108,3333.74,3368.87
2001-10-09,0.7661,0.1307,0.7212,3300.22,3355.96
2001-10-10,0.7092,0.5817,0.7131,3370.86,3366.01
2001-10-11,0.6654,0.1909,0.7131,3425.23,3366.01
2001-10-13,0.6786,0.3653,0.6941,3408.84,3389.6
2001-10-16,0.7115,0.1356,0.6558,3368.0,3437.15
2001-10-17,0.6252,0.5192,0.6362,3475.13,3461.48
2001-10-20,0.6174,0.2398,0.63,3484.81,3469.17
2001-10-21,0.6485,0.2988,0.6347,3446.21,3463.34
2001-10-26,0.6327,0.5736,0.6302,3465.82,3468.92
2001-10-27,0.5652,0.1557,0.6302,3549.61,3468.92
2001-10-28,0.6494,0.4502,0.6302,3445.09,3468.92
2002-05-01,0.8598,0.3985,0.8698,3183.9,3171.49
2002-05-04,0.8765,0.5896,0.8645,3163.17,3178.07
2002-05-07,0.8399,0.2112,0.8651,3208.61,3177.32
2002-05-09,0.8598,0.2674,0.851,3183.9,3194.83
2002-05-13,0.8599,0.926,0.8182,3183.78,3235.54
2002-05-14,0.7584,0.2157,0.8182,3309.78,3235.54
2002-05-15,0.8122,0.7381,0.8182,3242.99,3235.54
2002-05-16,0.7576,0.3519,0.8182,3310.77,3235.54
2002-05-20,0.8417,0.7352,0.8417,3206.37,3206.37
2002-05-25,0.8247,0.4366,0.7722,3227.48,3292.65
2002-05-26,0.7907,0.2987,0.7722,3269.68,3292.65
2002-05-27,0.7238,0.5887,0.7722,3352.73,3292.65
2002-06-04,0.7845,0.1853,0.7845,3277.38,3277.38
2002-06-09,0.745,0.3153,0.6994,3326.41,3383.02
2002-06-10,0.6754,0.3818,0.6994,3412.81,3383.02
2002-06-11,0.6849,0.3579,0.6994,3401.02,3383.02
2002-06-16,0.727,0.4765,0.7067,3348.76,3373.96
2002-06-17,0.6622,0.2172,0.7067,3429.2,3373.96
2002-06-22,0.7746,0.1823,0.7274,3289.67,3348.26
2002-06-25,0.7103,0.5049,0.7115,3369.49,3368.0
2002-06-26,0.6832,0.385,0.6986,3403.13,3384.01
2002-07-07,0.65,0.5873,0.6443,3444.35,3451.42
2002-07-08,0.6368,0.143,0.6443,3460.73,3451.42
2002-07-09,0.6413,0.7444,0.6443,3455.15,3451.42
2002-07-14,0.5876,0.4592,0.5876,3521.81,3521.81
2002-07-19,0.5355,0.2919,0.5487,3586.48,3570.1
2002-07-20,0.5787,0.303,0.5487,3532.86,3570.1
2002-07-21,0.5382,0.497,0.5487,3583.13,3570.1
2002-07-27,0.5864,0.3846,0.5667,3523.3,3547.75
2002-07-29,0.5329,0.2233,0.5667,3589.71,3547.75
2002-08-12,0.4327,0.6227,0.4201,3714.1,3729.74
2002-08-13,0.399,0.3845,0.4201,3755.93,3729.74
2002-08-14,0.4207,0.336,0.4201,3728.99,3729.74
2002-08-24,0.5296,0.515,0.5229,3593.81,3602.13
2002-08-25,0.5037,0.1799,0.5229,3625.96,3602.13
2002-08-29,0.671,0.3342,0.671,3418.28,3418.28
2002-09-04,0.6857,0.5434,0.6857,3400.03,3400.03
2002-09-14,0.7534,0.3652,0.7534,3315.99,3315.99
2002-09-20,0.8013,0.7448,0.7581,3256.52,3310.15
2002-09-22,0.7617,0.453,0.7274,3305.68,3348.26
2002-09-23,0.6852,0.4639,0.7274,3400.65,3348.26
2002-09-25,0.6043,0.4136,0.6861,3501.08,3399.53
2002-09-29,0.5802,0.5534,0.5802,3530.99,3530.99
2002-10-07,0.6532,0.3328,0.6532,3440.37,3440.37
2002-10-11,0.6426,0.6209,0.6426,3453.53,3453.53
2002-10-17,0.7876,0.3941,0.7305,3273.53,3344.41
2002-10-18,0.716,0.5338,0.7305,3362.41,3344.41
2002-10-19,0.779,0.1491,0.7367,3284.21,3336.72
2002-10-20,0.703,0.8002,0.7367,3378.55,3336.72
2002-10-22,0.7566,0.5884,0.7309,3312.01,3343.92
2002-10-28,0.8145,0.1741,0.8145,3240.14,3240.14
2003-05-01,0.7746,0.2191,0.806,3289.67,3250.69
2003-05-02,0.8257,0.7202,0.8071,3226.23,3249.32
2003-05-04,0.7852,0.3527,0.8071,3276.51,3249.32
2003-05-05,0.812,0.284,0.8123,3243.24,3242.87
2003-05-10,0.7305,0.272,0.7572,3344.41,3311.27
2003-05-11,0.7748,0.3663,0.7572,3289.42,3311.27
2003-05-13,0.7603,0.2647,0.7501,3307.42,3320.08
2003-05-15,0.7224,0.2299,0.7427,3354.47,3329.27
2003-05-21,0.6733,0.3974,0.6932,3415.42,3390.72
2003-05-23,0.7167,0.5662,0.6774,3361.55,3410.33
2003-05-24,0.6624,0.1764,0.6774,3428.95,3410.33
2003-05-25,0.6566,0.8679,0.6784,3436.15,3409.09
2003-06-02,0.74,0.1861,0.8125,3332.62,3242.62
2003-06-05,0.8507,0.3531,0.7814,3195.2,3281.23
2003-06-06,0.7876,0.3143,0.7892,3273.53,3271.54
2003-06-07,0.7228,0.3202,0.7353,3353.97,3338.46
2003-06-10,0.6615,0.7195,0.6694,3430.07,3420.26
2003-06-11,0.6033,0.1725,0.6599,3502.32,3432.06
2003-06-14,0.684,0.3575,0.6135,3402.14,3489.66
2003-06-16,0.62,0.1948,0.6322,3481.59,3466.44
2003-06-17,0.5762,0.6617,0.6256,3535.96,3474.64
2003-06-19,0.6663,0.6129,0.611,3424.11,3492.76
2003-06-20,0.58,0.2637,0.6236,3531.24,3477.12
2003-06-21,0.6,0.3972,0.6441,3506.41,3451.67
2003-06-23,0.725,0.2577,0.6498,3351.24,3444.59
2003-06-25,0.7851,0.1392,0.7461,3276.63,3325.05
2003-07-03,0.5754,0.7126,0.5254,3536.95,3599.02
2003-07-04,0.4623,0.2089,0.5254,3677.35,3599.02
2003-07-05,0.5093,0.4741,0.5254,3619.01,3599.02
2003-07-06,0.4575,0.2192,0.5842,3683.31,3526.03
2003-07-09,0.9,0.3008,0.6024,3134.0,3503.44
2003-07-10,0.6177,0.7993,0.6193,3484.44,3482.46
2003-07-11,0.6284,0.1228,0.5977,3471.16,3509.27
2003-07-12,0.4913,0.658,0.5759,3641.35,3536.33
2003-07-14,0.5037,0.4322,0.4853,3625.96,3648.8
2003-07-15,0.3576,0.2309,0.477,3807.33,3659.11
2003-07-18,0.5292,0.1269,0.4333,3594.3,3713.35
2003-07-21,0.444,0.4984,0.4613,3700.07,3678.59
2003-08-01,0.4426,0.37,0.4441,3701.81,3699.95
2003-08-03,0.4467,0.2075,0.4441,3696.72,3699.95
2003-08-07,0.4377,0.2378,0.4377,3707.89,3707.89
2003-08-13,0.4153,0.7628,0.3965,3735.7,3759.04
2003-08-14,0.4049,0.175,0.3944,3748.61,3761.64
2003-08-16,0.3613,0.4481,0.3856,3802.73,3772.57
2003-08-17,0.3833,0.2668,0.3626,3775.42,3801.12
2003-08-18,0.3574,0.5132,0.3591,3807.57,3805.46
2003-08-20,0.3515,0.8665,0.3585,3814.9,3806.21
2003-08-21,0.359,0.1631,0.3543,3805.59,3811.42
2003-08-25,0.464,0.3327,0.3768,3675.24,3783.49
2003-08-26,0.3692,0.2735,0.3768,3792.93,3783.49
2003-08-27,0.3464,0.8117,0.3768,3821.23,3783.49
2003-08-28,0.3634,0.1638,0.3952,3800.13,3760.65
2003-08-31,0.4456,0.5761,0.3636,3698.08,3799.88
2003-09-01,0.3304,0.4494,0.3636,3841.09,3799.88
2003-09-02,0.3667,0.275,0.3636,3796.03,3799.88
2003-09-03,0.2979,0.5056,0.3636,3881.44,3799.88
2003-09-09,0.6535,0.3678,0.5392,3440.0,3581.89
2003-09-10,0.4596,0.3778,0.5392,3680.71,3581.89
2003-09-11,0.4862,0.2253,0.6463,3647.68,3448.94
2003-09-14,0.7899,0.7239,0.7178,3270.68,3360.18
2003-09-19,0.8368,0.3623,0.808,3212.45,3248.21
2003-09-20,0.8564,0.2186,0.808,3188.12,3248.21
2003-09-21,0.7845,0.8922,0.7895,3277.38,3271.17
2003-09-24,0.6957,0.2909,0.7361,3387.61,3337.46
2003-09-25,0.7361,0.4078,0.705,3337.46,3376.07
2003-09-26,0.6775,0.3764,0.705,3410.21,3376.07
2003-09-27,0.7061,0.3125,0.705,3374.7,3376.07
2003-10-04,0.8454,0.1996,0.7792,3201.78,3283.96
2003-10-06,0.6757,0.1277,0.7792,3412.44,3283.96
2003-10-13,0.7515,0.2825,0.7132,3318.34,3365.89
2003-10-14,0.6868,0.6238,0.7132,3398.66,3365.89
2003-10-15,0.7589,0.1242,0.7132,3309.16,3365.89
2003-10-30,0.6307,0.716,0.6307,3468.3,3468.3
2004-05-02,0.847,0.884,0.834,3199.79,3215.93
2004-05-05,0.7791,0.2095,0.834,3284.08,3215.93
2004-05-14,0.7986,0.4061,0.7986,3259.88,3259.88
2004-05-18,0.859,0.8103,0.867,3184.9,3174.97
2004-05-20,0.8776,0.6051,0.8435,3161.81,3204.14
2004-05-22,0.8327,0.4587,0.8141,3217.54,3240.63
2004-05-23,0.7669,0.3688,0.8141,3299.23,3240.63
2004-05-25,0.7609,0.5538,0.7863,3306.68,3275.14
2004-06-05,0.7813,0.7545,0.7813,3281.35,3281.35
2004-06-12,0.8347,0.5942,0.7682,3215.06,3297.61
2004-06-13,0.6876,0.2448,0.7492,3397.67,3321.2
2004-06-14,0.7213,0.421,0.7492,3355.83,3321.2
2004-06-16,0.6688,0.2985,0.6812,3421.01,3405.61
2004-06-18,0.6672,0.191,0.6634,3422.99,3427.71
2004-06-19,0.6591,0.5493,0.6634,3433.05,3427.71
2004-07-02,0.8066,0.4017,0.7505,3249.94,3319.59
2004-07-03,0.6969,0.421,0.7505,3386.12,3319.59
2004-07-07,0.5709,0.5436,0.5939,3542.54,3513.99
2004-07-10,0.625,0.4013,0.5972,3475.38,3509.89
2004-07-11,0.6135,0.1894,0.5695,3489.66,3544.28
2004-07-14,0.5311,0.7987,0.5469,3591.95,3572.33
2004-07-20,0.6867,0.1343,0.6467,3398.79,3448.44
2004-07-21,0.6358,0.4907,0.6467,3461.97,3448.44
2004-07-30,0.4749,0.7046,0.4537,3661.71,3688.03
2004-07-31,0.4244,0.2116,0.4537,3724.4,3688.03
2004-08-01,0.4636,0.5883,0.4537,3675.74,3688.03
2004-08-02,0.4114,0.3444,0.4656,3740.54,3673.26
2004-08-05,0.5765,0.198,0.4717,3535.59,3665.68
2004-08-10,0.4277,0.4581,0.4277,3720.31,3720.31
2004-08-14,0.5685,0.1786,0.4784,3545.52,3657.37
2004-08-15,0.4858,0.7407,0.4511,3648.18,3691.26
2004-08-16,0.443,0.2197,0.4511,3701.31,3691.26
2004-08-17,0.4479,0.4504,0.4511,3695.23,3691.26
2004-08-18,0.3524,0.4401,0.4398,3813.78,3705.28
2004-08-23,0.3611,0.2161,0.3611,3802.98,3802.98
2004-08-27,0.3662,0.4765,0.3429,3796.65,3825.57
2004-08-28,0.3853,0.3167,0.3429,3772.94,3825.57
2004-08-29,0.2906,0.4699,0.3429,3890.5,3825.57
2004-09-04,0.6909,0.2982,0.6909,3393.57,3393.57
2004-09-08,0.6873,0.1754,0.6873,3398.04,3398.04
2004-09-12,0.777,0.4317,0.7546,3286.69,3314.5
2004-09-13,0.7865,0.2766,0.7218,3274.9,3355.21
2004-09-14,0.7342,0.5841,0.7218,3339.82,3355.21
2004-09-15,0.7153,0.1671,0.7372,3363.28,3336.1
2004-09-16,0.6645,0.8348,0.7211,3426.35,3356.08
2004-09-18,0.809,0.4932,0.687,3246.97,3398.41
2004-09-19,0.6698,0.405,0.6847,3419.77,3401.27
2004-09-20,0.6821,0.361,0.6929,3404.5,3391.09
2004-09-21,0.626,0.6107,0.6771,3474.14,3410.7
2004-09-22,0.6749,0.1779,0.6402,3413.43,3456.51
2004-09-24,0.5241,0.2116,0.5851,3600.64,3524.91
2004-09-26,0.4885,0.2905,0.4951,3644.83,3636.64
2004-09-28,0.4771,0.4157,0.4647,3658.98,3674.37
2004-09-29,0.5057,0.304,0.4647,3623.48,3674.37
2004-09-30,0.4314,0.7357,0.46,3715.71,3680.21
2004-10-05,0.6652,0.2624,0.6266,3425.48,3473.39
2004-10-07,0.61,0.6099,0.6266,3494.0,3473.39
2004-10-11,0.7533,0.6942,0.7813,3316.11,3281.35
2004-10-13,0.909,0.3727,0.7813,3122.83,3281.35
2004-10-14,0.7108,0.3984,0.7813,3368.87,3281.35
2004-10-22,0.7251,0.3276,0.6402,3351.12,3456.51
2004-10-23,0.6439,0.511,0.6308,3451.92,3468.18
2004-10-25,0.5972,0.6924,0.6299,3509.89,3469.3
2004-10-26,0.5462,0.1697,0.6324,3573.2,3466.19
2004-10-27,0.6276,0.6586,0.6293,3472.15,3470.04
2004-10-29,0.7337,0.3593,0.6578,3340.44,3434.66
2004-10-31,0.7072,0.235,0.7232,3373.34,3353.48
2005-05-06,0.7999,0.2158,0.7999,3258.26,3258.26
2005-05-10,0.8263,0.5437,0.8019,3225.49,3255.78
2005-05-11,0.8229,0.3108,0.8019,3229.71,3255.78
2005-05-12,0.7754,0.7453,0.8019,3288.68,3255.78
2005-05-17,0.7836,0.4415,0.7776,3278.5,3285.94
2005-05-18,0.801,0.401,0.7624,3256.9,3304.81
2005-05-19,0.7565,0.5685,0.7521,3312.14,3317.6
2005-05-21,0.7253,0.5805,0.7353,3350.87,3338.46
2005-05-22,0.6506,0.2023,0.7222,3443.6,3354.72
2005-05-23,0.7117,0.6581,0.7086,3367.75,3371.6
2005-05-29,0.6767,0.1711,0.7605,3411.2,3307.17
2005-05-30,0.7849,0.589,0.7605,3276.88,3307.17
2005-06-08,0.7393,0.6901,0.6909,3333.49,3393.57
2005-06-10,0.6799,0.355,0.6909,3407.23,3393.57
2005-06-11,0.5976,0.3164,0.6909,3509.39,3393.57
2005-06-19,0.6902,0.2482,0.6902,3394.44,3394.44
2005-06-28,0.7662,0.2046,0.6587,3300.1,3433.55
2005-06-29,0.6521,0.414,0.6535,3441.74,3440.0
2005-07-01,0.6318,0.7157,0.6443,3466.94,3451.42
2005-07-02,0.6041,0.142,0.6293,3501.33,3470.04
2005-07-04,0.6094,0.3881,0.6279,3494.75,3471.78
2005-07-07,0.6609,0.2362,0.6173,3430.81,3484.94
2005-07-08,0.6218,0.6499,0.6194,3479.35,3482.33
2005-07-10,0.6008,0.614,0.6194,3505.42,3482.33
2005-07-16,0.5366,0.1665,0.5366,3585.12,3585.12
2005-07-20,0.5924,0.2333,0.52,3515.85,3605.73
2005-07-21,0.5405,0.3663,0.504,3580.28,3625.59
2005-07-22,0.481,0.5737,0.504,3654.14,3625.59
2005-07-23,0.5097,0.1922,0.504,3618.51,3625.59
2005-07-24,0.4745,0.7447,0.493,3662.21,3639.24
2005-07-28,0.4653,0.4077,0.4271,3673.63,3721.05
2005-07-31,0.4053,0.7165,0.4271,3748.11,3721.05
2005-08-06,0.3952,0.381,0.3772,3760.65,3783.0
2005-08-07,0.3631,0.665,0.378,3800.5,3782.0
